,state,county,candidate,party,total_votes,won,lat,lng,population,density,ln_total_votes
12507,New Hampshire,Antrim,Donald Trump,REP,,True,,,,,
12508,New Hampshire,Bedford,Joe Biden,DEM,,True,,,,,
12509,New Hampshire,Bennington,Donald Trump,REP,,True,,,,,
12510,New Hampshire,Brookline,Joe Biden,DEM,,True,,,,,
12511,New Hampshire,Deering,Donald Trump,REP,,True,,,,,
12512,New Hampshire,Francestown,Joe Biden,DEM,,True,,,,,
12513,New Hampshire,Goffstown,Donald Trump,REP,,True,,,,,
12514,New Hampshire,Greenfield,Joe Biden,DEM,,True,,,,,
12515,New Hampshire,Greenville,Donald Trump,REP,,True,,,,,
12516,New Hampshire,Hancock,Joe Biden,DEM,,True,,,,,
12517,New Hampshire,Hillsborough,Donald Trump,REP,,True,42.7491,-71.491,231409.0,1115.0,
12524,New Hampshire,Hollis,Joe Biden,DEM,,True,,,,,
12525,New Hampshire,Hudson,Donald Trump,REP,,True,,,,,
12526,New Hampshire,Litchfield,Donald Trump,REP,,True,,,,,
12527,New Hampshire,Lyndeborough,Joe Biden,DEM,,True,,,,,
12528,New Hampshire,Manchester,Joe Biden,DEM,,True,,,,,
12529,New Hampshire,Mason,Donald Trump,REP,,True,,,,,
12530,New Hampshire,Merrimack,Joe Biden,DEM,,True,43.2305,-71.5595,43503.0,262.0,
12536,New Hampshire,Milford,Joe Biden,DEM,,True,,,,,
12537,New Hampshire,Mont Vernon,Joe Biden,DEM,,True,,,,,
12538,New Hampshire,Nashua,Joe Biden,DEM,,True,,,,,
12539,New Hampshire,New Boston,Donald Trump,REP,,True,,,,,
12540,New Hampshire,New Ipswich,Donald Trump,REP,,True,,,,,
12541,New Hampshire,Pelham,Donald Trump,REP,,True,,,,,
12542,New Hampshire,Peterborough,Joe Biden,DEM,,True,,,,,
12543,New Hampshire,Sharon,Joe Biden,DEM,,True,,,,,
12544,New Hampshire,Temple,Joe Biden,DEM,,True,,,,,
12545,New Hampshire,Weare,Donald Trump,REP,,True,,,,,
12546,New Hampshire,Wilton,Joe Biden,DEM,,True,,,,,
12547,New Hampshire,Windsor,Donald Trump,REP,,True,,,,,
12548,New Hampshire,Allenstown,Donald Trump,REP,,True,,,,,
12549,New Hampshire,Andover,Joe Biden,DEM,,True,,,,,
12550,New Hampshire,Boscawen,Donald Trump,REP,,True,,,,,
12551,New Hampshire,Bow,Joe Biden,DEM,,True,,,,,
12552,New Hampshire,Bradford,Joe Biden,DEM,,True,,,,,
12553,New Hampshire,Canterbury,Joe Biden,DEM,,True,,,,,
12554,New Hampshire,Chichester,Donald Trump,REP,,True,,,,,
12555,New Hampshire,Concord,Joe Biden,DEM,,True,,,,,
12556,New Hampshire,Danbury,Donald Trump,REP,,True,,,,,
12557,New Hampshire,Dunbarton,Donald Trump,REP,,True,,,,,
12558,New Hampshire,Epsom,Donald Trump,REP,,True,,,,,
12559,New Hampshire,Franklin,Donald Trump,REP,,True,,,,,
12560,New Hampshire,Henniker,Joe Biden,DEM,,True,,,,,
12561,New Hampshire,Hill,Donald Trump,REP,,True,,,,,
12562,New Hampshire,Hooksett,Donald Trump,REP,,True,,,,,
12563,New Hampshire,Hopkinton,Joe Biden,DEM,,True,,,,,
12564,New Hampshire,Loudon,Donald Trump,REP,,True,,,,,
12565,New Hampshire,Newbury,Joe Biden,DEM,,True,,,,,
12566,New Hampshire,New London,Joe Biden,DEM,,True,,,,,
12567,New Hampshire,Northfield,Donald Trump,REP,,True,,,,,
12568,New Hampshire,Pembroke,Joe Biden,DEM,,True,,,,,
12569,New Hampshire,Pittsfield,Donald Trump,REP,,True,,,,,
12570,New Hampshire,Salisbury,Donald Trump,REP,,True,,,,,
12571,New Hampshire,Sutton,Joe Biden,DEM,,True,,,,,
12572,New Hampshire,Warner,Joe Biden,DEM,,True,,,,,
12573,New Hampshire,Webster,Donald Trump,REP,,True,,,,,
12574,New Hampshire,Wilmot,Joe Biden,DEM,,True,,,,,
12575,New Hampshire,Atkinson,Donald Trump,REP,,True,,,,,
12576,New Hampshire,Auburn,Donald Trump,REP,,True,,,,,
12577,New Hampshire,Brentwood,Joe Biden,DEM,,True,,,,,
12578,New Hampshire,Candia,Donald Trump,REP,,True,,,,,
12579,New Hampshire,Chester,Donald Trump,REP,,True,,,,,
12580,New Hampshire,Danville,Donald Trump,REP,,True,,,,,
12581,New Hampshire,Deerfield,Donald Trump,REP,,True,,,,,
12582,New Hampshire,Derry,Donald Trump,REP,,True,,,,,
12583,New Hampshire,East Kingston,Donald Trump,REP,,True,,,,,
12584,New Hampshire,Epping,Donald Trump,REP,,True,,,,,
12585,New Hampshire,Exeter,Joe Biden,DEM,,True,,,,,
12586,New Hampshire,Fremont,Donald Trump,REP,,True,,,,,
12587,New Hampshire,Greenland,Joe Biden,DEM,,True,,,,,
12588,New Hampshire,Hampstead,Donald Trump,REP,,True,,,,,
12589,New Hampshire,Hampton,Joe Biden,DEM,,True,,,,,
12590,New Hampshire,Hampton Falls,Donald Trump,REP,,True,,,,,
12591,New Hampshire,Kensington,Joe Biden,DEM,,True,,,,,
12592,New Hampshire,Kingston,Donald Trump,REP,,True,,,,,
12593,New Hampshire,Londonderry,Donald Trump,REP,,True,,,,,
12594,New Hampshire,New Castle,Joe Biden,DEM,,True,,,,,
12595,New Hampshire,Newfields,Joe Biden,DEM,,True,,,,,
12596,New Hampshire,Newington,Donald Trump,REP,,True,,,,,
12597,New Hampshire,Newmarket,Joe Biden,DEM,,True,,,,,
12598,New Hampshire,Newton,Donald Trump,REP,,True,,,,,
12599,New Hampshire,North Hampton,Joe Biden,DEM,,True,,,,,
12600,New Hampshire,Northwood,Donald Trump,REP,,True,,,,,
12601,New Hampshire,Nottingham,Joe Biden,DEM,,True,,,,,
12602,New Hampshire,Plaistow,Donald Trump,REP,,True,,,,,
12603,New Hampshire,Portsmouth,Joe Biden,DEM,,True,,,,,
12604,New Hampshire,Raymond,Donald Trump,REP,,True,,,,,
12605,New Hampshire,Rye,Joe Biden,DEM,,True,,,,,
12606,New Hampshire,Salem,Donald Trump,REP,,True,,,,,
12607,New Hampshire,Sandown,Donald Trump,REP,,True,,,,,
12608,New Hampshire,Seabrook,Donald Trump,REP,,True,,,,,
12609,New Hampshire,South Hampton,Donald Trump,REP,,True,,,,,
12610,New Hampshire,Stratham,Joe Biden,DEM,,True,,,,,
12611,New Hampshire,Windham,Donald Trump,REP,,True,,,,,
12612,New Hampshire,Barrington,Joe Biden,DEM,,True,,,,,
12613,New Hampshire,Dover,Joe Biden,DEM,,True,,,,,
12614,New Hampshire,Durham,Joe Biden,DEM,,True,,,,,
12615,New Hampshire,Farmington,Donald Trump,REP,,True,,,,,
12616,New Hampshire,Lee,Joe Biden,DEM,,True,,,,,
12617,New Hampshire,Madbury,Joe Biden,DEM,,True,,,,,
12618,New Hampshire,Middleton,Donald Trump,REP,,True,,,,,
12619,New Hampshire,Milton,Donald Trump,REP,,True,,,,,
12620,New Hampshire,New Durham,Donald Trump,REP,,True,,,,,
12621,New Hampshire,Rochester,Donald Trump,REP,,True,,,,,
12622,New Hampshire,Rollinsford,Joe Biden,DEM,,True,,,,,
12623,New Hampshire,Somersworth,Joe Biden,DEM,,True,,,,,
12624,New Hampshire,Strafford,Donald Trump,REP,,True,43.1887,-70.8845,89874.0,461.0,
12628,New Hampshire,Acworth,Joe Biden,DEM,,True,,,,,
12629,New Hampshire,Charlestown,Donald Trump,REP,,True,,,,,
12630,New Hampshire,Claremont,Joe Biden,DEM,,True,,,,,
12631,New Hampshire,Cornish,Joe Biden,DEM,,True,,,,,
12632,New Hampshire,Croydon,Donald Trump,REP,,True,,,,,
12633,New Hampshire,Goshen,Donald Trump,REP,,True,,,,,
12634,New Hampshire,Grantham,Joe Biden,DEM,,True,,,,,
12635,New Hampshire,Langdon,Joe Biden,DEM,,True,,,,,
12636,New Hampshire,Lempster,Donald Trump,REP,,True,,,,,
12637,New Hampshire,Newport,Donald Trump,REP,,True,,,,,
12638,New Hampshire,Plainfield,Joe Biden,DEM,,True,,,,,
12639,New Hampshire,Springfield,Joe Biden,DEM,,True,,,,,
12640,New Hampshire,Sunapee,Joe Biden,DEM,,True,,,,,
12641,New Hampshire,Unity,Donald Trump,REP,,True,,,,,
12642,New Hampshire,Washington,Donald Trump,REP,,True,,,,,
12643,New Jersey,Atlantic,Joe Biden,DEM,,True,39.3797,-74.4527,236314.0,1356.0,
12680,New Jersey,Bergen,Joe Biden,DEM,,True,40.8891,-74.0462,44266.0,4077.0,
12742,New Jersey,Burlington,Joe Biden,DEM,,True,39.9659,-74.9643,13879.0,762.0,
12765,New Jersey,Camden,Joe Biden,DEM,,True,39.9361,-75.1073,73742.0,3191.0,
12808,New Jersey,Cape May,Donald Trump,REP,,True,39.2681,-74.602,11065.0,632.0,
12841,New Jersey,Cumberland,Joe Biden,DEM,,True,39.4653,-74.9981,92364.0,335.0,
12879,New Jersey,Essex,Joe Biden,DEM,,True,40.7245,-74.1725,281917.0,4508.0,
12894,New Jersey,Gloucester,Joe Biden,DEM,,True,39.7014,-75.1113,20069.0,831.0,
12921,New Jersey,Hudson,Joe Biden,DEM,,True,40.7184,-74.0686,262652.0,6878.0,
12931,New Jersey,Hunterdon,Donald Trump,REP,,True,40.5087,-74.8599,4601.0,1648.0,
12946,New Jersey,Mercer,Joe Biden,DEM,,True,40.2237,-74.7641,291085.0,4248.0,
12963,New Jersey,Middlesex,Joe Biden,DEM,,True,40.487,-74.445,55992.0,4131.0,
13008,New Jersey,Monmouth,Donald Trump,REP,,True,40.2965,-73.9915,30424.0,2292.0,
13066,New Jersey,Morris,Joe Biden,DEM,,True,40.8645,-74.4135,20439.0,1296.0,
13112,New Jersey,Ocean,Donald Trump,REP,,True,40.0772,-74.0702,18686.0,2066.0,
13155,New Jersey,Passaic,Joe Biden,DEM,,True,40.9147,-74.1624,145484.0,6676.0,
13178,New Jersey,Salem,Donald Trump,REP,,True,39.7275,-75.4691,4793.0,2073.0,
13186,New Jersey,Somerset,Joe Biden,DEM,,True,40.5083,-74.501,24119.0,1471.0,
13231,New Jersey,Sussex,Donald Trump,REP,,True,40.9541,-74.6593,14228.0,504.0,
13247,New Jersey,Union,Joe Biden,DEM,,True,40.6658,-74.1913,128484.0,4027.0,
13266,New Jersey,Warren,Donald Trump,REP,,True,40.6894,-75.1821,14303.0,1730.0,
13299,New Mexico,Bernalillo,Joe Biden,DEM,,True,35.1054,-106.6465,762853.0,1155.0,
13321,New Mexico,Catron,Donald Trump,REP,,True,33.709,-108.7614,490.0,339.0,
13334,New Mexico,Chaves,Donald Trump,REP,,True,33.373,-104.5294,47751.0,620.0,
13339,New Mexico,Cibola,Joe Biden,DEM,,True,35.1538,-107.8335,8987.0,232.0,
13371,New Mexico,Colfax,Donald Trump,REP,,True,36.8849,-104.4396,6020.0,291.0,
13378,New Mexico,Curry,Donald Trump,REP,,True,34.4376,-103.1923,38701.0,632.0,
13383,New Mexico,De Baca,Donald Trump,REP,,True,34.479,-104.2332,1301.0,151.0,
13385,New Mexico,Do�a Ana,Joe Biden,DEM,,True,,,,,
13386,New Mexico,Eddy,Donald Trump,REP,,True,32.401,-104.2388,29278.0,358.0,
13397,New Mexico,Grant,Joe Biden,DEM,,True,32.7783,-108.2699,9530.0,363.0,
13421,New Mexico,Guadalupe,Joe Biden,DEM,,True,34.9361,-104.6769,3007.0,232.0,
13427,New Mexico,Harding,Donald Trump,REP,,True,35.9451,-104.1963,203.0,38.0,
13429,New Mexico,Hidalgo,Donald Trump,REP,,True,32.3438,-108.7021,2256.0,103.0,
13437,New Mexico,Lea,Donald Trump,REP,,True,32.7281,-103.16,38475.0,562.0,
13445,New Mexico,Lincoln,Donald Trump,REP,,True,33.3646,-105.6434,7879.0,188.0,
13451,New Mexico,Los Alamos,Joe Biden,DEM,,True,35.8927,-106.2862,12978.0,451.0,
13453,New Mexico,Luna,Donald Trump,REP,,True,32.2631,-107.7525,14083.0,325.0,
13463,New Mexico,McKinley,Joe Biden,DEM,,True,35.5182,-108.7431,21637.0,413.0,
13502,New Mexico,Mora,Joe Biden,DEM,,True,35.9634,-105.3312,696.0,33.0,
13505,New Mexico,Otero,Donald Trump,REP,,True,32.8837,-105.9625,31635.0,571.0,
13520,New Mexico,Quay,Donald Trump,REP,,True,35.17,-103.7046,4872.0,197.0,
13525,New Mexico,Rio Arriba,Joe Biden,DEM,,True,36.0044,-106.0686,10071.0,472.0,
13563,New Mexico,Roosevelt,Donald Trump,REP,,True,34.1754,-103.3565,11713.0,568.0,
13568,New Mexico,Sandoval,Joe Biden,DEM,,True,35.2873,-106.6982,97976.0,365.0,
13592,New Mexico,San Juan,Donald Trump,REP,,True,36.7555,-108.1823,44967.0,503.0,
13627,New Mexico,San Miguel,Joe Biden,DEM,,True,35.6011,-105.2206,13055.0,644.0,
13639,New Mexico,Santa Fe,Joe Biden,DEM,,True,35.6619,-105.9819,95498.0,624.0,
13691,New Mexico,Sierra,Donald Trump,REP,,True,33.1864,-107.2589,5839.0,80.0,
13701,New Mexico,Socorro,Joe Biden,DEM,,True,34.0543,-106.9065,8406.0,224.0,
13716,New Mexico,Taos,Joe Biden,DEM,,True,36.3871,-105.5803,5950.0,381.0,
13733,New Mexico,Torrance,Donald Trump,REP,,True,35.0034,-106.0444,1835.0,102.0,
13746,New Mexico,Union,Donald Trump,REP,,True,36.4426,-103.1574,3079.0,153.0,
13751,New Mexico,Valencia,Donald Trump,REP,,True,34.8115,-106.7803,15814.0,325.0,
13772,New York,Albany,Joe Biden,DEM,,True,42.6664,-73.7987,590823.0,1747.0,
13786,New York,Allegany,Donald Trump,REP,,True,42.4277,-78.1638,1683.0,238.0,
13792,New York,Bronx,Joe Biden,DEM,,True,40.8501,-73.8662,1472654.0,13356.0,
13793,New York,Broome,Joe Biden,DEM,,True,42.1014,-75.9093,146870.0,1651.0,
13802,New York,Cattaraugus,Donald Trump,REP,,True,42.0819,-78.4321,13580.0,888.0,
13814,New York,Cayuga,Donald Trump,REP,,True,42.9338,-76.5685,26383.0,1222.0,
13822,New York,Chautauqua,Donald Trump,REP,,True,42.0976,-79.2367,29290.0,1270.0,
13840,New York,Chemung,Donald Trump,REP,,True,42.0938,-76.8097,63404.0,1450.0,
13848,New York,Chenango,Donald Trump,REP,,True,42.5333,-75.5227,6629.0,1204.0,
13851,New York,Clinton,Joe Biden,DEM,,True,44.6951,-73.4563,19343.0,1482.0,
13862,New York,Columbia,Joe Biden,DEM,,True,42.2515,-73.7859,6103.0,1092.0,
13872,New York,Cortland,Donald Trump,REP,,True,42.6004,-76.1784,18633.0,1847.0,
13877,New York,Delaware,Donald Trump,REP,,True,42.1458,-74.6503,707.0,392.0,
13884,New York,Dutchess,Joe Biden,DEM,,True,41.695,-73.9211,423386.0,2277.0,
13919,New York,Erie,Joe Biden,DEM,,True,42.9018,-78.8487,926607.0,2446.0,
13945,New York,Essex,Joe Biden,DEM,,True,44.5035,-73.4812,2557.0,163.0,
13951,New York,Franklin,Donald Trump,REP,,True,44.3252,-74.1309,5548.0,735.0,
13956,New York,Fulton,Donald Trump,REP,,True,43.0491,-74.3465,14771.0,1130.0,
13959,New York,Genesee,Donald Trump,REP,,True,42.9987,-78.1802,14490.0,1076.0,
13961,New York,Greene,Donald Trump,REP,,True,42.3034,-73.8086,1276.0,256.0,
13972,New York,Hamilton,Donald Trump,REP,,True,43.5944,-74.3822,360.0,3.0,
13973,New York,Herkimer,Donald Trump,REP,,True,43.0114,-75.0396,7766.0,1202.0,
13985,New York,Jefferson,Donald Trump,REP,,True,43.9734,-75.9094,25224.0,1078.0,
14015,New York,Kings,Joe Biden,DEM,,True,40.6501,-73.9496,2736074.0,15200.0,
14016,New York,Lewis,Donald Trump,REP,,True,43.8934,-75.6726,728.0,239.0,
14021,New York,Livingston,Donald Trump,REP,,True,42.5625,-77.6968,4653.0,688.0,
14044,New York,Madison,Donald Trump,REP,,True,43.0769,-75.6622,10918.0,191.0,
14051,New York,Monroe,Joe Biden,DEM,,True,43.168,-77.6162,720189.0,2227.0,
14064,New York,Montgomery,Donald Trump,REP,,True,42.942,-74.1906,17823.0,1171.0,
14074,New York,Nassau,Joe Biden,DEM,,True,40.7241,-73.5125,51266.0,2905.0,
14205,New York,New York,Joe Biden,DEM,,True,40.7834,-73.9662,1694263.0,28653.0,
14206,New York,Niagara,Donald Trump,REP,,True,43.0921,-79.0147,47978.0,1315.0,
14218,New York,Oneida,Donald Trump,REP,,True,43.0962,-75.2261,112948.0,1384.0,
14245,New York,Onondaga,Joe Biden,DEM,,True,43.0407,-76.1437,407942.0,2196.0,
14266,New York,Ontario,Donald Trump,REP,,True,42.9609,-77.135,1931.0,502.0,
14273,New York,Orange,Donald Trump,REP,,True,41.4459,-74.4236,28018.0,2038.0,
14306,New York,Orleans,Donald Trump,REP,,True,43.2197,-78.3888,5829.0,682.0,
14310,New York,Oswego,Donald Trump,REP,,True,43.4516,-76.5005,17371.0,880.0,
14320,New York,Otsego,Donald Trump,REP,,True,42.4551,-75.0666,13855.0,1226.0,
14339,New York,Putnam,Donald Trump,REP,,True,41.3688,-73.7414,8914.0,561.0,
14348,New York,Queens,Joe Biden,DEM,,True,40.6943,-73.9249,18680025.0,10768.0,
14350,New York,Rensselaer,Joe Biden,DEM,,True,42.7354,-73.6751,49253.0,1836.0,
14361,New York,Richmond,Donald Trump,REP,,True,40.5834,-74.1496,495747.0,3286.0,
14362,New York,Rockland,Joe Biden,DEM,,True,41.1542,-73.9912,34060.0,850.0,
14396,New York,St. Lawrence,Donald Trump,REP,,True,44.7088,-75.4717,10559.0,822.0,
14407,New York,Saratoga,Joe Biden,DEM,,True,43.0674,-73.7775,66290.0,385.0,
14417,New York,Schenectady,Joe Biden,DEM,,True,42.8025,-73.9275,65336.0,2337.0,
14423,New York,Schoharie,Donald Trump,REP,,True,42.793,-74.6128,616.0,130.0,
14427,New York,Schuyler,Donald Trump,REP,,True,42.3801,-76.8673,2046.0,506.0,
14431,New York,Seneca,Donald Trump,REP,,True,42.8645,-76.9826,12720.0,1165.0,
14433,New York,Steuben,Donald Trump,REP,,True,42.147,-77.0561,10642.0,1332.0,
14443,New York,Suffolk,Donald Trump,REP,,True,40.7839,-73.2522,62743.0,2212.0,
14588,New York,Sullivan,Donald Trump,REP,,True,41.6522,-74.6874,6429.0,608.0,
14617,New York,Tioga,Donald Trump,REP,,True,42.0119,-76.5406,4140.0,699.0,
14621,New York,Tompkins,Joe Biden,DEM,,True,42.4442,-76.5032,30715.0,2200.0,
14638,New York,Ulster,Joe Biden,DEM,,True,41.9295,-73.9968,22954.0,1184.0,
14668,New York,Warren,Donald Trump,REP,,True,43.3109,-73.6458,66024.0,1436.0,
14675,New York,Washington,Donald Trump,REP,,True,43.3042,-73.5819,7067.0,1464.0,
14677,New York,Wayne,Donald Trump,REP,,True,43.0418,-77.093,8868.0,631.0,
14685,New York,Westchester,Joe Biden,DEM,,True,40.9466,-73.8673,200183.0,4292.0,
14733,New York,Wyoming,Donald Trump,REP,,True,42.6605,-78.0855,709.0,287.0,
14737,New York,Yates,Donald Trump,REP,,True,42.6609,-77.0535,5072.0,815.0,
14741,North Carolina,Alamance,Donald Trump,REP,,True,36.076,-79.4685,137096.0,699.0,
14754,North Carolina,Alexander,Donald Trump,REP,,True,35.8162,-81.2962,3959.0,200.0,
14758,North Carolina,Alleghany,Donald Trump,REP,,True,36.5034,-81.1217,1878.0,308.0,
14759,North Carolina,Anson,Joe Biden,DEM,,True,34.9645,-80.0746,5273.0,308.0,
14766,North Carolina,Ashe,Donald Trump,REP,,True,36.3938,-81.4898,1767.0,305.0,
14769,North Carolina,Avery,Donald Trump,REP,,True,36.1589,-81.8677,1473.0,296.0,
14775,North Carolina,Beaufort,Donald Trump,REP,,True,35.5586,-77.0545,9555.0,450.0,
14786,North Carolina,Bertie,Joe Biden,DEM,,True,35.9928,-76.9401,3422.0,469.0,
14794,North Carolina,Bladen,Donald Trump,REP,,True,34.6219,-78.6074,3424.0,260.0,
14804,North Carolina,Brunswick,Donald Trump,REP,,True,34.2042,-78.0279,21903.0,424.0,
14823,North Carolina,Buncombe,Joe Biden,DEM,,True,35.5707,-82.5537,312618.0,783.0,
14835,North Carolina,Burke,Donald Trump,REP,,True,35.7408,-81.7002,16517.0,331.0,
14845,North Carolina,Cabarrus,Donald Trump,REP,,True,35.3933,-80.6369,236626.0,572.0,
14850,North Carolina,Caldwell,Donald Trump,REP,,True,35.9094,-81.5249,17909.0,332.0,
14858,North Carolina,Camden,Donald Trump,REP,,True,36.325,-76.17,914.0,223.0,
14860,North Carolina,Carteret,Donald Trump,REP,,True,34.7308,-76.7388,9495.0,498.0,
14878,North Carolina,Caswell,Donald Trump,REP,,True,36.4101,-79.3356,2830.0,157.0,
14880,North Carolina,Catawba,Donald Trump,REP,,True,35.741,-81.3223,211042.0,515.0,
14890,North Carolina,Chatham,Joe Biden,DEM,,True,35.7251,-79.456,8159.0,523.0,
14900,North Carolina,Cherokee,Donald Trump,REP,,True,35.1994,-83.8262,1915.0,429.0,
14903,North Carolina,Chowan,Donald Trump,REP,,True,36.0579,-76.6008,4640.0,333.0,
14907,North Carolina,Clay,Donald Trump,REP,,True,35.0452,-83.8178,387.0,234.0,
14908,North Carolina,Cleveland,Donald Trump,REP,,True,35.2904,-81.5451,20046.0,346.0,
14924,North Carolina,Columbus,Donald Trump,REP,,True,34.3306,-78.7014,5348.0,372.0,
14938,North Carolina,Craven,Donald Trump,REP,,True,35.0955,-77.0723,29985.0,407.0,
14951,North Carolina,Cumberland,Joe Biden,DEM,,True,35.085,-78.9772,333366.0,550.0,
14961,North Carolina,Currituck,Donald Trump,REP,,True,36.5165,-76.1728,5180.0,191.0,
14964,North Carolina,Dare,Donald Trump,REP,,True,36.0167,-75.6699,7249.0,498.0,
14979,North Carolina,Davidson,Donald Trump,REP,,True,35.8813,-80.0807,26834.0,617.0,
14988,North Carolina,Davie,Donald Trump,REP,,True,35.9007,-80.5631,5241.0,260.0,
14993,North Carolina,Duplin,Donald Trump,REP,,True,34.738,-77.9908,3883.0,488.0,
15006,North Carolina,Durham,Joe Biden,DEM,,True,35.9792,-78.9022,391371.0,945.0,
15009,North Carolina,Edgecombe,Joe Biden,DEM,,True,35.9046,-77.5563,10806.0,359.0,
15016,North Carolina,Forsyth,Joe Biden,DEM,,True,36.1029,-80.261,416394.0,715.0,
15024,North Carolina,Franklin,Donald Trump,REP,,True,36.0986,-78.3009,3694.0,482.0,
15030,North Carolina,Gaston,Donald Trump,REP,,True,35.2494,-81.1854,184902.0,572.0,
15045,North Carolina,Gates,Donald Trump,REP,,True,36.4469,-76.6127,241.0,37.0,
15047,North Carolina,Graham,Donald Trump,REP,,True,35.3217,-83.8094,854.0,496.0,
15050,North Carolina,Granville,Donald Trump,REP,,True,36.3155,-78.5848,8812.0,545.0,
15055,North Carolina,Greene,Donald Trump,REP,,True,35.4506,-77.6769,2257.0,566.0,
15059,North Carolina,Guilford,Joe Biden,DEM,,True,36.0956,-79.8271,343505.0,877.0,
15071,North Carolina,Halifax,Joe Biden,DEM,,True,36.4452,-77.649,14562.0,567.0,
15081,North Carolina,Harnett,Donald Trump,REP,,True,35.2657,-78.958,14899.0,295.0,
15091,North Carolina,Haywood,Donald Trump,REP,,True,35.4854,-82.9996,10145.0,442.0,
15097,North Carolina,Henderson,Donald Trump,REP,,True,35.3247,-82.4575,14020.0,730.0,
15114,North Carolina,Hertford,Joe Biden,DEM,,True,36.2842,-76.9902,4819.0,422.0,
15120,North Carolina,Hoke,Joe Biden,DEM,,True,34.9809,-79.2291,4943.0,445.0,
15127,North Carolina,Hyde,Donald Trump,REP,,True,35.1264,-75.9212,973.0,43.0,
15131,North Carolina,Iredell,Donald Trump,REP,,True,35.5847,-80.8266,38498.0,597.0,
15137,North Carolina,Jackson,Donald Trump,REP,,True,35.3097,-83.1816,6798.0,689.0,
15144,North Carolina,Johnston,Donald Trump,REP,,True,35.659,-78.4498,23179.0,587.0,
15155,North Carolina,Jones,Donald Trump,REP,,True,34.907,-77.2324,1001.0,451.0,
15158,North Carolina,Lee,Donald Trump,REP,,True,35.4875,-79.177,29758.0,392.0,
15160,North Carolina,Lenoir,Donald Trump,REP,,True,35.2747,-77.5939,20173.0,422.0,
15166,North Carolina,Lincoln,Donald Trump,REP,,True,35.4748,-81.2386,11099.0,494.0,
15172,North Carolina,McDowell,Donald Trump,REP,,True,35.6777,-82.0017,7853.0,511.0,
15177,North Carolina,Macon,Donald Trump,REP,,True,35.1798,-83.3809,4030.0,317.0,
15179,North Carolina,Madison,Donald Trump,REP,,True,35.8283,-82.549,3035.0,588.0,
15182,North Carolina,Martin,Donald Trump,REP,,True,35.8465,-77.0661,5251.0,449.0,
15191,North Carolina,Mecklenburg,Joe Biden,DEM,,True,35.2083,-80.8303,1526465.0,1094.0,
15198,North Carolina,Mitchell,Donald Trump,REP,,True,35.9104,-82.0731,2221.0,183.0,
15200,North Carolina,Montgomery,Donald Trump,REP,,True,35.365,-79.8918,3293.0,347.0,
15205,North Carolina,Moore,Donald Trump,REP,,True,35.1922,-79.4684,16382.0,378.0,
15218,North Carolina,Nash,Joe Biden,DEM,,True,35.9685,-77.804,61952.0,466.0,
15229,North Carolina,New Hanover,Joe Biden,DEM,,True,34.2099,-77.8866,260170.0,917.0,
15247,North Carolina,Northampton,Joe Biden,DEM,,True,36.4965,-77.6449,1290.0,294.0,
15257,North Carolina,Onslow,Donald Trump,REP,,True,34.7289,-77.3941,107890.0,589.0,
15266,North Carolina,Orange,Joe Biden,DEM,,True,35.9271,-79.0391,61912.0,1107.0,
15270,North Carolina,Pamlico,Donald Trump,REP,,True,35.1474,-76.7692,1242.0,258.0,
15280,North Carolina,Pasquotank,Joe Biden,DEM,,True,36.2942,-76.236,17725.0,584.0,
15281,North Carolina,Pender,Donald Trump,REP,,True,34.3627,-77.7318,6940.0,132.0,
15290,North Carolina,Perquimans,Donald Trump,REP,,True,36.1813,-76.4673,2126.0,286.0,
15292,North Carolina,Person,Donald Trump,REP,,True,36.3879,-78.9812,8323.0,457.0,
15293,North Carolina,Pitt,Joe Biden,DEM,,True,35.5943,-77.376,129374.0,979.0,
15306,North Carolina,Polk,Donald Trump,REP,,True,35.2086,-82.2379,1431.0,276.0,
15309,North Carolina,Randolph,Donald Trump,REP,,True,35.7158,-79.8127,25877.0,528.0,
15318,North Carolina,Richmond,Donald Trump,REP,,True,34.9386,-79.7608,8771.0,443.0,
